"gene_id","gene_name","ARID2KO1","ARID2KO2","ARID2KO3","ARID2KO4","ARID2NT1","ARID2NT2","ARID2NT3","ARID2NT4"
"ENSG00000211949.3","IGHV3-23",0,0,0,0,0,0,0,0
"ENSG00000211950.2","IGHV1-24",0,0,0,0,0,0,0,0
"ENSG00000211951.2","IGHV2-26",0,0,0,0,0,0,0,0
"ENSG00000211952.3","IGHV4-28",0,0,0,0,0,0,0,0
"ENSG00000211955.2","IGHV3-33",0,0,0,0,0,0,0,0
"ENSG00000211956.2","IGHV4-34",0,0,0,0,0,0,0,0
"ENSG00000211957.2","IGHV3-35",0,0,0,0,0,0,0,0
"ENSG00000211958.2","IGHV3-38",0,0,0,0,0,0,0,0
"ENSG00000211959.2","IGHV4-39",0,0,0,0,0,0,0,0
"ENSG00000211961.3","IGHV1-45",0,0,0,0,0,0,0,0
"ENSG00000211962.2","IGHV1-46",0,0,0,0,0,0,0,0
"ENSG00000211964.3","IGHV3-48",0,0,0,0,0,0,0,0
"ENSG00000211965.4","IGHV3-49",0,0,0,0,0,0,0,0
"ENSG00000211966.2","IGHV5-51",0,0,0,0,0,0,0,0
"ENSG00000211967.3","IGHV3-53",0,0,0,0,0,0,0,0
"ENSG00000211968.3","IGHV1-58",0,0,0,0,0,0,0,0
"ENSG00000211970.3","IGHV4-61",0,0,0,0,0,0,0,0
"ENSG00000211972.2","IGHV3-66",0,0,0,0,0,0,0,0
"ENSG00000211973.2","IGHV1-69",0,0,0,0,0,0,0,0
"ENSG00000211974.3","IGHV2-70D",0,0,0,0,0,0,0,0
"ENSG00000211976.2","IGHV3-73",0,0,0,0,0,0,0,0
"ENSG00000211978.2","IGHV5-78",0,0,0,0,0,0,0,0
"ENSG00000211979.2","IGHV7-81",0,0,0,0,0,0,0,0
"ENSG00000211991.4","MIR676",0,0,0,0,0,0,0,0
"ENSG00000211997.1","MIR708",0,0,0,0,0,0,0,0
"ENSG00000212013.1","MIR509-2",0,0,0,0,0,0,0,0
"ENSG00000212014.1","MIR509-3",0,0,0,0,0,0,0,0
"ENSG00000212017.2","MIR548U",0,0,0,0,0,0,0,0
"ENSG00000212024.2","MIR550A3",0,0,0,0,0,0,0,0
"ENSG00000212027.3","MIR374B",0,0,0,0,0,0,0,0
"ENSG00000212036.3","MIR548BA",0,0,0,0,0,0,0,0
"ENSG00000212040.3","MIR543",0,0,0,0,0,0,0,0
"ENSG00000212051.1","MIR320C2",0,0,0,0,0,0,0,0
"ENSG00000212100.2","MIR764",0,0,0,0,0,0,0,0
"ENSG00000212102.1","MIR301B",0,0,0,0,0,0,0,0
"ENSG00000212122.4","TSSK1B",0,1,0,0,0,1,0,0
"ENSG00000212123.4","PRR22",20.107,26,29,12,20.543,20,31.11,15.384
"ENSG00000212124.2","TAS2R19",5,6,10,10,9,4,6,5
"ENSG00000212125.2","TAS2R15P",5,16,7,14,6,16.001,18,8
"ENSG00000212126.3","TAS2R50",1,1,3,0,0,4,0,1
"ENSG00000212127.6","TAS2R14",32.354,60.516,63.199,44,58.022,69.549,57.395,49.094
"ENSG00000212128.2","TAS2R13",0,3,0,3,0,4,2,2
"ENSG00000212133.1","RNU6-1168P",0,0,0,0,0,0,0,0
"ENSG00000212134.1","AL031650.1",0,0,0,0,0,0,0,0
"ENSG00000212135.1","SNORD67",1,0,0,0,1,0,0,0
"ENSG00000212136.1","RNU6-696P",0,0,0,0,0,0,0,0
"ENSG00000212138.1","RNA5SP372",0,0,0,0,0,0,0,0
"ENSG00000212140.1","RNU6-1320P",0,0,0,0,0,0,0,0
"ENSG00000212144.1","U8",0,0,0,0,0,0,0,0
"ENSG00000212145.2","U8",0,0,0,0,0,0,0,0
"ENSG00000212146.1","RNU6-910P",0,0,0,0,0,0,0,0
"ENSG00000212147.1","RNU6-1106P",0,0,0,0,0,0,0,0
"ENSG00000212149.1","AC055866.1",0,0,0,0,0,0,0,0
"ENSG00000212153.1","RNU1-82P",0,0,0,0,0,0,0,1
"ENSG00000212156.1","RNU6-576P",0,0,0,0,0,0,0,0
"ENSG00000212157.1","RNU6-1319P",0,0,0,0,0,0,0,0
"ENSG00000212158.1","SNORD66",0,1,0,0,0,1,1,0
"ENSG00000212160.1","RNU6-205P",0,0,0,0,0,0,0,0
"ENSG00000212161.1","AL590560.1",0,0,0,0,0,0,0,0
"ENSG00000212163.6","SNORD91A",0,0,0,0,0,2,0,1
"ENSG00000212165.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212167.1","RNU6-763P",0,0,0,0,0,0,0,0
"ENSG00000212168.1","AC073875.1",0,0,0,0,0,0,0,0
"ENSG00000212170.1","RNU1-77P",0,0,0,0,0,0,0,0
"ENSG00000212171.1","RNA5SP86",0,0,0,0,0,0,0,0
"ENSG00000212172.1","RNU1-149P",0,0,0,0,0,0,0,0
"ENSG00000212175.1","AC015982.1",0,0,0,0,0,0,0,0
"ENSG00000212176.1","RNA5SP207",0,0,0,0,0,0,0,0
"ENSG00000212181.1","AC019070.1",0,0,0,0,0,0,0,0
"ENSG00000212182.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212184.1","RNU6-440P",0,0,0,0,0,0,0,0
"ENSG00000212186.1","RNU6-258P",0,0,0,0,0,0,0,0
"ENSG00000212187.1","AC092814.1",0,0,0,0,0,0,0,0
"ENSG00000212189.1","RNU6-328P",0,0,0,0,0,0,0,0
"ENSG00000212190.1","RNU6-298P",0,0,0,0,0,0,0,0
"ENSG00000212191.1","AC017087.1",0,0,0,0,0,0,0,0
"ENSG00000212195.2","U3",0,1,0,0,0,0,1,0
"ENSG00000212199.1","RNU6-127P",0,0,0,0,0,0,0,0
"ENSG00000212204.1","RNA5SP91",0,0,0,0,0,0,0,0
"ENSG00000212205.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212206.1","AC135178.1",0,0,0,0,0,0,0,0
"ENSG00000212207.1","RNU6-1321P",0,0,0,0,0,0,0,0
"ENSG00000212211.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212214.1","SNORA48B",0,0,0,0,0,0,0,0
"ENSG00000212215.1","RNU6-913P",0,0,0,0,0,0,0,0
"ENSG00000212219.1","RNU6-604P",0,0,0,0,0,0,0,0
"ENSG00000212221.1","RNU6-220P",0,0,0,0,0,0,0,0
"ENSG00000212224.1","AL133229.1",0,0,0,0,0,0,0,0
"ENSG00000212226.1","RNU6-907P",0,0,0,0,0,0,0,0
"ENSG00000212228.1","AC009121.1",0,0,0,0,0,0,0,0
"ENSG00000212229.1","AL591004.1",0,0,0,0,0,0,0,0
"ENSG00000212232.1","SNORD17",42,54,41,32,24,22,61,41
"ENSG00000212237.1","RNA5SP18",0,0,0,0,0,0,0,0
"ENSG00000212238.1","RNA5SP244",0,0,0,4.603,4.544,0,0,0
"ENSG00000212240.1","RNU6-930P",0,0,0,0,0,0,0,0
"ENSG00000212241.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212242.1","RNA5SP219",0,0,0,0,0,0,0,0
"ENSG00000212246.1","RNU6-360P",0,0,0,0,0,0,0,0
"ENSG00000212247.1","RNU6-278P",0,0,0,0,0,0,0,0
"ENSG00000212248.1","RNU6-750P",0,0,0,0,0,0,0,0
"ENSG00000212249.2","U8",0,0,0,0,0,0,0,0
"ENSG00000212251.1","RNA5SP376",0,0,0,0,0,0,0,0
"ENSG00000212257.1","RNU6-1176P",0,0,0,0,0,0,0,0
"ENSG00000212258.1","RNA5SP176",0,0,0,0,0,0,0,0
"ENSG00000212259.1","RNU6-308P",0,0,0,0,0,0,0,0
"ENSG00000212260.1","RNU6-724P",0,0,0,0,0,0,0,0
"ENSG00000212264.1","SNORD65C",0,0,0,0,0,0,0,0
"ENSG00000212265.1","RNA5SP185",0,0,0,0,0,0,0,0
"ENSG00000212266.1","AL390877.1",0,0,0,0,0,0,0,0
"ENSG00000212269.1","RNU6-788P",0,0,0,0,0,0,0,0
"ENSG00000212270.1","AL359396.1",0,0,0,0,0,0,0,0
"ENSG00000212273.1","AC090821.1",0,0,0,0,0,0,0,0
"ENSG00000212276.1","RNA5SP292",0,0,0,0,0,0,0,0
"ENSG00000212278.1","SNORD81",0,0,0,0,0,0,0,0
"ENSG00000212279.2","AC012435.1",0,0,0,0,0,0,0,0
"ENSG00000212280.1","RNA5SP256",0,0,0,0,0,0,0,0
"ENSG00000212282.1","RNU6-578P",0,0,0,0,0,0,0,0
"ENSG00000212283.1","SNORD89",1,1,1,2,1,0,3,1
"ENSG00000212289.1","RNA5SP339",0,0,0,0,0,0,0,0
"ENSG00000212292.1","RNU6-239P",0,0,0,0,0,0,0,0
"ENSG00000212293.1","AL137247.1",0,0,0,0,0,0,0,0
"ENSG00000212295.1","SNORD28B",0,0,0,0,0,0,0,0
"ENSG00000212296.1","SNORD72",0,1,0,0,0,2,1,0
"ENSG00000212297.1","RNU6-821P",0,0,1,0,0,0,0,0
"ENSG00000212298.1","RNU6-1009P",0,0,0,0,0,0,0,0
"ENSG00000212302.1","AL135998.1",0,0,0,0,0,0,0,0
"ENSG00000212303.1","RNU6-1154P",0,0,0,0,0,0,0,0
"ENSG00000212304.1","SNORD12",0,0,0,0,0,0,0,0
"ENSG00000212305.1","RNU6-679P",0,0,0,0,0,0,0,0
"ENSG00000212306.1","Y_RNA",0,0,0,0,0,0,0,1
"ENSG00000212308.1","RNA5SP23",0,0,0,0,0,0,0,0
"ENSG00000212309.1","SNORD70B",0,0,0,0,0,0,0,0
"ENSG00000212312.1","RNA5SP109",0,0,0,0,0,0,0,0
"ENSG00000212314.2","RNU6-1307P",0,0,0,0,0,0,0,0
"ENSG00000212316.1","RNU6-1228P",0,0,0,0,0,0,0,0
"ENSG00000212319.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212321.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212324.1","RNU6-129P",0,0,0,0,0,0,0,0
"ENSG00000212325.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212327.1","RNU6-882P",0,0,0,0,0,0,0,0
"ENSG00000212329.1","RNU6-316P",0,0,0,0,0,0,0,1
"ENSG00000212330.1","RNU6-244P",0,0,0,0,0,0,0,0
"ENSG00000212331.1","RNA5SP297",0,0,0,0,0,0,0,0
"ENSG00000212332.1","RNU6-780P",0,0,0,0,0,0,0,0
"ENSG00000212333.1","RNA5SP213",0,0,0,0,0,0,0,0
"ENSG00000212335.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212336.1","RNA5SP210",0,0,0,0,0,0,0,0
"ENSG00000212338.1","AL512326.2",0,0,0,0,0,0,0,0
"ENSG00000212340.1","RNU6-739P",0,0,0,0,0,0,0,0
"ENSG00000212342.1","AC103725.1",0,0,0,0,0,0,0,0
"ENSG00000212344.1","RNU6-823P",0,0,0,1,0,0,0,0
"ENSG00000212345.1","RNU6-700P",0,0,0,0,0,0,0,0
"ENSG00000212347.2","AL031584.1",0,0,0,0,0,0,0,0
"ENSG00000212348.1","RNU6-1300P",0,0,0,0,0,0,0,0
"ENSG00000212354.1","RNU6-1242P",0,0,0,0,0,0,0,0
"ENSG00000212358.1","RNU6-837P",0,0,0,0,0,0,0,0
"ENSG00000212359.1","RNU6-550P",0,0,0,0,0,0,0,0
"ENSG00000212360.1","RNU6-1177P",0,0,0,0,0,0,0,0
"ENSG00000212363.1","AC010501.1",0,0,0,0,0,0,0,0
"ENSG00000212365.1","RNA5SP332",0,0,0,0,0,0,0,0
"ENSG00000212366.1","RNU6-1246P",0,0,0,0,0,0,0,0
"ENSG00000212368.1","RNU6-1000P",0,0,0,0,0,0,0,0
"ENSG00000212370.1","RNU6-482P",0,0,0,0,0,0,0,0
"ENSG00000212371.1","AF111168.1",4,1,7,3,3,3,0,0
"ENSG00000212373.1","RNA5SP171",0,0,0,0,0,0,0,0
"ENSG00000212374.1","RNU6-401P",0,0,0,0,0,0,0,0
"ENSG00000212377.1","AL139003.1",0,0,0,0,0,0,0,0
"ENSG00000212378.1","AC092630.1",0,0,0,0,0,0,0,0
"ENSG00000212379.1","RNU6-269P",0,0,0,0,0,0,0,0
"ENSG00000212380.1","SNORD115-45",0,0,0,0,0,0,0,0
"ENSG00000212382.1","RNU6-159P",0,0,0,0,0,0,0,0
"ENSG00000212383.1","AC121758.1",0,0,0,0,0,0,0,0
"ENSG00000212384.1","SNORD113-2",0,0,0,0,0,0,0,0
"ENSG00000212385.1","RNU6-817P",0,0,0,2,0,0,0,0
"ENSG00000212387.1","RNU6-1055P",0,0,0,0,0,0,0,0
"ENSG00000212388.1","RNU6-796P",0,0,0,0,0,0,0,0
"ENSG00000212389.1","RNU6-1275P",0,0,0,0,0,0,0,0
"ENSG00000212391.1","AC073149.1",0,0,0,0,0,0,0,0
"ENSG00000212392.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212395.1","AL160271.1",0,0,0,0,0,0,0,0
"ENSG00000212396.1","RNA5SP323",0,0,0,0,0,0,0,0
"ENSG00000212397.1","AP003063.1",0,0,0,0,0,0,0,0
"ENSG00000212398.1","RNU6-1248P",0,0,0,0,0,0,0,0
"ENSG00000212402.1","SNORA74B",0,0,0,0,1,0,1,0
"ENSG00000212404.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212407.1","RNU6-663P",0,0,0,0,0,0,0,1
"ENSG00000212409.1","RNY4P18",0,0,0,0,0,0,0,0
"ENSG00000212410.1","RNU6-932P",0,0,0,0,0,0,0,0
"ENSG00000212411.1","SNORD115",0,0,0,0,0,0,0,0
"ENSG00000212413.1","RNU11-3P",0,0,0,0,0,0,0,0
"ENSG00000212414.1","SNORD77B",0,0,0,0,0,0,0,0
"ENSG00000212415.1","AC018515.1",0,0,0,0,0,0,0,0
"ENSG00000212418.1","RNY4P36",0,0,0,0,0,0,0,0
"ENSG00000212420.1","RNU6-1111P",0,0,0,0,0,0,0,0
"ENSG00000212421.1","AL136367.1",0,0,0,0,0,0,0,0
"ENSG00000212422.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212424.1","RNU1-119P",0,0,0,0,0,0,0,0
"ENSG00000212425.1","RNA5SP105",0,0,0,0,0,0,0,0
"ENSG00000212428.1","SNORD115",0,0,0,0,0,0,0,0
"ENSG00000212429.1","RNU11-6P",0,0,0,0,0,0,0,0
"ENSG00000212432.1","SNORA75",0,0,0,0,0,0,0,0
"ENSG00000212433.1","RNA5SP252",0,0,0,0,0,0,0,0
"ENSG00000212434.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212440.1","SNORA75",0,0,0,0,0,0,0,0
"ENSG00000212441.1","RNU6-1269P",0,0,0,0,0,0,0,0
"ENSG00000212442.1","RNU6-243P",0,0,0,0,0,0,0,0
"ENSG00000212443.1","SNORA53",3,3,1,9,0,2,5,2
"ENSG00000212445.1","AC130462.1",0,1,0,0,0,0,0,0
"ENSG00000212446.1","RNU6-131P",0,0,0,0,0,0,0,0
"ENSG00000212447.1","SNORD90",0,0,0,0,0,0,0,0
"ENSG00000212448.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212451.1","RNU11-4P",0,0,0,0,0,1,0,0
"ENSG00000212452.1","SNORD69",0,0,0,0,0,0,0,0
"ENSG00000212454.1","RNA5SP286",0,0,0,0,0,0,0,0
"ENSG00000212455.1","AC079802.1",0,0,1,0,0,0,0,0
"ENSG00000212457.1","RNU6-644P",0,0,0,0,0,0,0,0
"ENSG00000212458.1","AC092535.1",0,0,0,0,0,0,0,0
"ENSG00000212459.1","RNU6-695P",0,0,0,0,0,0,0,0
"ENSG00000212460.1","RNU6-460P",0,0,0,0,0,0,0,0
"ENSG00000212461.1","AC078860.1",0,0,0,0,0,0,0,0
"ENSG00000212464.1","SNORA12",2,0,0,0,0,0,0,2
"ENSG00000212466.1","RNU6-952P",0,0,0,0,0,0,0,0
"ENSG00000212468.1","RNU6-754P",0,0,0,0,0,0,0,0
"ENSG00000212469.1","RNU6-1158P",0,0,0,0,0,0,0,0
"ENSG00000212473.1","RNU1-101P",0,0,0,0,0,0,0,0
"ENSG00000212475.1","RNU6-400P",0,0,0,0,0,0,0,0
"ENSG00000212479.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212482.1","RNU6-530P",0,0,0,0,0,0,0,0
"ENSG00000212485.1","RNU6-1197P",0,0,0,0,0,0,0,0
"ENSG00000212489.1","RNU6-1109P",0,0,0,0,0,0,0,0
"ENSG00000212490.1","AC104066.1",0,0,0,0,0,0,0,0
"ENSG00000212493.1","SNORD19",0,0,0,0,0,0,0,0
"ENSG00000212495.1","RNU6-332P",0,0,0,0,0,0,0,0
"ENSG00000212496.1","RNU6-1093P",0,0,0,0,0,0,0,0
"ENSG00000212497.1","RNA5SP465",0,0,0,0,0,0,0,0
"ENSG00000212498.1","SNORD86",0,0,0,0,0,0,0,0
"ENSG00000212499.1","RNA5SP300",0,0,0,0,0,0,0,0
"ENSG00000212505.1","RNA5SP299",0,0,0,0,0,0,0,0
"ENSG00000212510.1","RNU6-972P",0,0,0,0,0,0,0,0
"ENSG00000212511.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212512.2","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212517.1","AL121924.1",0,0,0,0,0,0,0,0
"ENSG00000212518.1","RNU11-5P",0,0,0,0,0,0,0,0
"ENSG00000212520.1","RNU6-1250P",0,0,0,0,0,0,0,0
"ENSG00000212521.1","RNU6-918P",0,0,0,0,0,0,0,0
"ENSG00000212525.1","RNA5SP212",0,0,0,0,0,0,0,0
"ENSG00000212526.1","RNU6-466P",0,0,0,0,0,0,0,0
"ENSG00000212527.1","RNA5SP63",0,0,0,0,0,0,0,0
"ENSG00000212528.1","SNORD115-47",0,0,0,0,0,0,0,0
"ENSG00000212529.1","AC024561.1",0,0,0,0,0,0,0,3
"ENSG00000212532.1","AL365219.1",0,0,0,0,0,0,0,0
"ENSG00000212533.1","SNORA75",0,0,0,0,0,0,0,0
"ENSG00000212534.1","SNORD70",0,0,0,0,0,0,0,0
"ENSG00000212535.1","RNU6-808P",0,0,0,0,0,0,0,0
"ENSG00000212536.1","RNA5SP474",2,0,0,0,0,0,0,0
"ENSG00000212538.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212539.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212541.1","RNU6-510P",0,0,0,0,0,0,0,0
"ENSG00000212542.1","RNA5SP496",0,0,0,0,0,0,0,0
"ENSG00000212545.1","RNU6-337P",0,0,0,0,0,0,0,0
"ENSG00000212546.1","RNU6-995P",0,0,0,0,0,0,0,0
"ENSG00000212549.1","RNA5SP354",0,0,0,0,0,0,0,0
"ENSG00000212550.1","RNU1-78P",0,0,0,0,0,0,0,0
"ENSG00000212551.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212553.1","SNORD116",0,0,0,0,0,0,0,0
"ENSG00000212555.1","RNU6-192P",0,0,0,0,0,0,0,0
"ENSG00000212556.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212558.1","AC104794.1",0,0,0,0,0,0,0,0
"ENSG00000212559.1","RNA5SP35",0,0,0,0,0,0,0,0
"ENSG00000212560.1","RNU6-630P",0,0,0,0,0,0,0,0
"ENSG00000212561.1","RNU6-381P",0,0,0,0,0,0,0,0
"ENSG00000212564.1","RNU6-1326P",0,0,0,0,0,0,0,0
"ENSG00000212565.1","AC068531.1",0,0,0,0,0,0,0,0
"ENSG00000212567.1","AC008810.1",0,0,0,0,0,0,0,0
"ENSG00000212568.1","RNU6-1254P",0,0,0,0,0,0,0,0
"ENSG00000212569.1","Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000212571.1","RNA5SP482",0,0,0,0,0,0,0,0
"ENSG00000212572.1","RNU6-903P",0,0,0,0,0,0,0,0
"ENSG00000212576.1","RNA5SP467",0,0,0,0,0,0,0,0
"ENSG00000212579.1","AL033519.1",0,0,0,0,0,0,0,0
"ENSG00000212580.1","SNORA75",0,0,0,0,0,0,0,0
"ENSG00000212581.1","U8",0,0,0,0,0,0,0,0
"ENSG00000212584.1","RNU6-587P",0,0,0,0,0,0,0,0
"ENSG00000212586.1","AL035555.1",0,0,0,0,0,0,0,0
"ENSG00000212587.1","SNORA40C",0,0,0,0,0,0,0,0
"ENSG00000212588.1","SNORA26",1.769,0,0.777,0,0,0,0,0
"ENSG00000212589.1","AL592546.1",0,0,0,0,0,0,0,0
"ENSG00000212590.1","AC003109.1",0,0,0,0,0,0,0,0
"ENSG00000212593.1","SNORA75",0,0,0,0,0,0,0,0
"ENSG00000212594.1","U8",0,0,0,0,0,0,0,0
"ENSG00000212595.1","RNA5SP525",0,0,0,0,0,0,0,0
"ENSG00000212597.1","RNU6-876P",0,0,0,0,0,0,0,0
"ENSG00000212598.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212599.1","RNU6-279P",0,0,0,0,0,0,0,0
"ENSG00000212601.1","RNA5SP53",0,0,0,0,0,0,0,0
"ENSG00000212604.1","AC044913.1",0,0,0,0,0,0,0,0
"ENSG00000212605.1","RNU1-56P",0,1,0,0,0,0,0,0
"ENSG00000212607.1","SNORA3B",1,0,5,2,1,3,3,3
"ENSG00000212608.1","AC112218.1",0,0,0,0,0,0,0,0
"ENSG00000212609.1","RNU1-139P",0,0,0,0,0,0,0,0
"ENSG00000212610.2","U3",0,0,0,0,0,0,0,0
"ENSG00000212611.1","SNORD30",0,0,0,0,0,0,0,0
"ENSG00000212612.1","RNU6-1239P",0,0,0,0,0,0,0,0
"ENSG00000212615.1","SNORD58",0,0,0,0,0,0,0,0
"ENSG00000212618.1","AC090286.2",0,0,0,0,0,0,0,0
"ENSG00000212620.1","SNORA75",0,0,0,0,0,0,0,0
"ENSG00000212623.1","RNU6-493P",0,0,0,0,0,0,0,0
"ENSG00000212624.1","AL050343.1",0,0,0,0,0,0,0,0
"ENSG00000212625.1","RNA5SP397",0,0,0,0,0,0,0,0
"ENSG00000212626.1","AP005270.1",0,0,0,0,0,0,0,0
"ENSG00000212628.1","RNA5SP241",0,0,0,0,0,0,0,0
"ENSG00000212643.3","ZRSR2P1",15.993,24.808,22.076,0,65.853,30.613,24.156,61.796
"ENSG00000212657.1","KRTAP16-1",0,0,0,0,0,0,0,0
"ENSG00000212658.1","KRTAP29-1",0,0,0,0,0,0,0,0
"ENSG00000212659.1","KRTAP9-6",0,0,0,0,0,0,0,0
"ENSG00000212663.2","AC003035.1",0,0,0,0,0,0,0,0
"ENSG00000212664.5","AC064799.1",7.76,8.249,6.556,17.821,7.96,9.587,9.341,3.929
"ENSG00000212694.8","LINC01089",93.191,83.051,122.218,89.744,95.724,44.063,80.92,105.268
"ENSG00000212695.5","AL583805.1",0,2,0,0,1,1,0,0
"ENSG00000212710.5","CTAGE1",0,0,0,0,0,0,0,0
"ENSG00000212712.2","AP002414.1",0,0,0,0,0,0,0,0
"ENSG00000212717.3","DEFB117",0,0,0,0,0,0,0,0
"ENSG00000212719.13","LINC02693",394,513.999,483,413,777,579.999,633.999,837.001
"ENSG00000212721.4","KRTAP4-11",0,0,0,0,0,0,0,0
"ENSG00000212722.7","KRTAP4-9",1,2,2,1,20,1,4,6
"ENSG00000212724.3","KRTAP2-3",2113,3263,1692,1645,6529,3097,2998.266,6246.982
"ENSG00000212725.3","KRTAP2-1",0,0,0,0,0,0,0.734,0
"ENSG00000212743.2","LINC02656",0,1,0,0,0,4,2,3
"ENSG00000212747.5","RTL8B",115.567,170.216,261.63,178.663,249.308,251.823,211.029,230.814
"ENSG00000212766.9","EWSAT1",0,0,0,0,1,0,0,0
"ENSG00000212769.5","HMGN2P8",0,0,0,0,0,0,0,0
"ENSG00000212789.4","ST13P5",1.06,2.15,8.861,4.381,8.677,7.624,4.161,8.128
"ENSG00000212802.4","RPL15P3",1.645,0,2.735,6.646,9.386,3.885,10.192,1.888
"ENSG00000212807.2","OR2A42",0,0,0,0,0,0,0,0
"ENSG00000212829.8","RPS26P3",1.032,2.072,0,0,0,6.284,0,3.106
"ENSG00000212856.6","TTTY2B",0,0,0,0,0,0,0,0
"ENSG00000212864.3","RNF208",3,8,5,4,7,1,4,7
"ENSG00000212899.3","KRTAP3-3",0,0,0,0,0,0,0,0
"ENSG00000212900.3","KRTAP3-2",0,0,0,0,0,0,0,0
"ENSG00000212901.4","KRTAP3-1",0,0,0,0,0,0,0,0
"ENSG00000212907.2","MT-ND4L",23123,21229,26874,28329,27530,22196,27696,26052
"ENSG00000212916.4","MAP10",0,0,0,0,0,0,0,0
"ENSG00000212930.3","AC093281.1",0,0,0,0,0,0,0,0
"ENSG00000212932.3","RPL23AP4",0,0,0,0,0,0,0,0
"ENSG00000212933.1","KRTAP12-4",0,0,0,0,0,0,0,0
"ENSG00000212935.2","KRTAP10-3",0,0,0,0,0,0,0,0
"ENSG00000212938.3","KRTAP6-3",0,0,0,0,0,0,0,0
"ENSG00000212939.2","Z97192.1",0,0,0,2,0,0,0,0
"ENSG00000212951.5","BX005266.1",0,1.014,0,0,0,0,0,0
"ENSG00000212952.6","BX088651.1",0,0,0,0,1.002,0,0,0
"ENSG00000212961.4","HNRNPA1P40",0,0,0,0,0,0,1,0
"ENSG00000212978.6","AC016747.1",135,169.001,207,177.999,212,249,205.001,191
"ENSG00000212989.3","AC124293.1",0,0,0,0,0,0,0,0
"ENSG00000212993.5","POU5F1B",1,2,3,7,1,0,3.448,0
"ENSG00000212994.5","RPS26P6",3.097,4.755,8.698,29.282,101.265,0,18.412,86.851
"ENSG00000213003.3","BTF3P12",0,1,1,0,0,0,0,0
"ENSG00000213005.3","PTTG3P",0,0,0,0,0,0,0,0
"ENSG00000213013.4","RPS15AP36",1,2,3,0,2,1,0,0
"ENSG00000213014.3","VN2R17P",0,0,0,0,0,0,0,0
"ENSG00000213015.9","ZNF580",425,487,658.969,532.954,402,273,462,383.989
"ENSG00000213016.3","AC245036.1",0,0,0,0,0,0,0,0
"ENSG00000213018.2","PABPN1P1",0,1,0,0,3,1,1,0
"ENSG00000213020.10","ZNF611",427.883,529.044,752.266,871.116,619.998,558.504,494.704,708.399
"ENSG00000213022.6","KLK9",0,0,0,0,0,0,0,0
"ENSG00000213023.11","SYT3",0,1,0,0,0,0,1,1
"ENSG00000213024.12","NUP62",2644.864,3512.995,4161.529,3469.999,4474.025,3645.001,4154.001,4234.962
"ENSG00000213025.2","COX20P1",0,15.62,7.278,5.801,14.8,0,6.91,3.425
"ENSG00000213026.4","CFL1P4",0,0,0,1,0,0,0,0
"ENSG00000213028.3","AL354983.1",0,0,0,0,0,0,0,0
"ENSG00000213030.5","CGB8",20.756,14.408,20.814,16.491,59.899,62.696,68.194,47.943
"ENSG00000213032.3","NDUFA3P3",0,0,0,0,0,0,0,0
"ENSG00000213033.4","AURKAP1",20.774,20.349,33.122,24.589,25.58,46.942,27.483,42.151
"ENSG00000213035.4","RPL23AP80",0,0,0,0,1,0,0,0
"ENSG00000213036.3","AL445305.1",0,0,1.035,0,0,0,0,0
"ENSG00000213041.4","AC093422.1",1,4.728,3.001,2,1.093,1,2,5.003
"ENSG00000213045.3","AC097065.1",0,0,0,0,0,0,0,0
"ENSG00000213046.4","EEF1A1P32",0,0,0,0,0,0,0,0
"ENSG00000213047.13","DENND1B",1222.999,1512.001,2011.001,2399,2526,2005.001,1487.999,3128
"ENSG00000213048.3","OR5S1P",0,0,0,0,0,0,0,0
"ENSG00000213049.3","HNRNPA1P34",1.291,0,0,1,1,0,0,0
"ENSG00000213050.5","TPM3P1",0,0,0,1,1,0,0,0
"ENSG00000213051.3","RPL5P5",0,2,1,0,0,1,1,1
"ENSG00000213055.3","EEF1B2P7",0,0,0,1,0,0,0,0
"ENSG00000213057.5","C1orf220",7,9,16,8,16,15,26,16
"ENSG00000213058.3","AL365357.1",0,0,1,0,0,0,0,0
